order,imagename,col,line_nu,word_nu,glyph_nu,ocr,ocr_x1,ocr_y1,ocr_x2,ocr_y2,ocr_x3,ocr_y3,ocr_x4,ocr_y4,gt,gt_x1,gt_y1,gt_x2,gt_y2,gt_x3,gt_y3,gt_x4,gt_y4,manuscript
5107,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,1,3,4,ה,1794,971,1788,793,1361,970,1343,970,ה,1794,971,1788,793,1361,970,1343,970,4Q273
5109,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,2,1,2,ה,2581,1214,2582,1124,2527,1133,2527,1190,ה,2581,1214,2582,1124,2527,1133,2527,1190,4Q273
5111,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,2,3,1,ה,2490,1184,2491,1112,2311,1048,2310,1187,ה,2490,1184,2491,1112,2311,1048,2310,1187,4Q273
5119,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,2,9,1,ה,1319,1277,1319,1048,1244,1078,1253,1290,ה,1319,1277,1319,1048,1244,1078,1253,1290,4Q273
5130,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,3,5,1,ה,2368,1378,2372,1269,2318,1268,2314,1389,ה,2368,1378,2372,1269,2318,1268,2314,1389,4Q273
5132,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,3,5,3,ה,2273,1377,2277,1273,2209,1285,2206,1359,ה,2273,1377,2277,1273,2209,1285,2206,1359,4Q273
5148,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,3,15,1,ה,1453,1366,1446,1217,1406,1238,1411,1354,ה,1453,1366,1446,1217,1406,1238,1411,1354,4Q273
5151,ok/P108-Fg009-R-C01-R01-D13072014-T155359-LR924_012.jpg,1,4,1,3,ה,2710,1768,2702,1482,2577,1494,2585,1787,ה,2710,1768,2702,1482,2577,1494,2585,1787,4Q273
5170,ok/P1091-Fg014-R-C01-R01-D10022013-T100917-LR924_012.jpg,1,2,3,1,ה,2324,1249,2324,1049,2249,1054,2249,1264,ה,2324,1249,2324,1049,2249,1054,2249,1264,4Q42
5195,ok/P1091-Fg014-R-C01-R01-D10022013-T100917-LR924_012.jpg,1,4,3,3,ה,1806,1542,1806,1310,1742,1310,1742,1511,ה,1806,1542,1806,1310,1742,1310,1742,1511,4Q42
5198,ok/P1091-Fg014-R-C01-R01-D10022013-T100917-LR924_012.jpg,1,4,5,2,ה,1679,1511,1679,1310,1608,1373,1619,1505,ה,1679,1511,1679,1310,1608,1373,1619,1505,4Q42
5200,ok/P1091-Fg014-R-C01-R01-D10022013-T100917-LR924_012.jpg,1,4,7,1,ה,1582,1518,1564,1417,1510,1477,1522,1545,ה,1582,1518,1564,1417,1510,1477,1522,1545,4Q42
5281,ok/P1098-Fg007-R-C01-R01-D07022013-T092647-LR924_012.jpg,1,4,3,1,ה,1835,1709,1827,1549,1788,1550,1797,1717,ה,1835,1709,1827,1549,1788,1550,1797,1717,4Q51
5285,ok/P1098-Fg007-R-C01-R01-D07022013-T092647-LR924_012.jpg,1,4,3,5,ה,1702,1698,1694,1535,1655,1550,1662,1685,ה,1702,1698,1694,1535,1655,1550,1662,1685,4Q51
5287,ok/P1098-Fg007-R-C01-R01-D07022013-T092647-LR924_012.jpg,1,4,5,1,ה,1636,1688,1629,1552,1588,1543,1594,1650,ה,1636,1688,1629,1552,1588,1543,1594,1650,4Q51
5311,ok/P1098-Fg010-R-C01-R01-D07022013-T095517-LR924_012.jpg,1,4,3,1,ה,2028,1596,2029,1526,1975,1489,1973,1628,ה,2028,1596,2029,1526,1975,1489,1973,1628,4Q51
5342,ok/P1099-Fg005-R-C01-R01-D07082013-T102324-LR924_012.jpg,1,3,1,1,ה,2289,1530,2324,1518,2324,1658,2303,1661,ה,2289,1530,2324,1518,2324,1658,2303,1661,4Q51
5351,ok/P1099-Fg005-R-C01-R01-D07082013-T102324-LR924_012.jpg,1,3,3,5,ה,1965,1648,1981,1543,1935,1516,1917,1628,ה,1965,1648,1981,1543,1935,1516,1917,1628,4Q51
5390,ok/P1104-Fg001-R-C01-R01-D05112013-T140900-LR924_012.jpg,1,2,7,1,ה,1688,1369,1694,1270,1652,1262,1647,1362,ה,1688,1369,1694,1270,1652,1262,1647,1362,4Q51
5410,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,3,1,3,ה,1424,1253,1422,1117,1338,1113,1340,1289,ה,1424,1253,1422,1117,1338,1113,1340,1289,4Q54
5421,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,4,1,6,ה,1230,1395,1230,1297,1172,1274,1172,1409,ה,1230,1395,1230,1297,1172,1274,1172,1409,4Q54
5430,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,5,3,1,ה,1412,1586,1403,1408,1340,1430,1348,1596,ה,1412,1586,1403,1408,1340,1430,1348,1596,4Q54
5435,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,5,3,6,ה,1185,1583,1185,1441,1137,1454,1137,1558,ה,1185,1583,1185,1441,1137,1454,1137,1558,4Q54
5440,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,5,5,4,ה,909,1589,919,1447,871,1444,864,1549,ה,909,1589,919,1447,871,1444,864,1549,4Q54
5447,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,6,1,4,ה,1376,1707,1374,1598,1319,1614,1321,1711,ה,1376,1707,1374,1598,1319,1614,1321,1711,4Q54
5456,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,6,3,8,ה,916,1720,916,1592,851,1612,851,1724,ה,916,1720,916,1592,851,1612,851,1724,4Q54
5481,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,8,1,3,ה,1406,2010,1408,1882,1349,1904,1353,2001,ה,1406,2010,1408,1882,1349,1904,1353,2001,4Q54
5499,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,8,9,4,ה,653,2024,645,1845,600,1862,605,1985,ה,653,2024,645,1845,600,1862,605,1985,4Q54
5505,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,9,3,1,ה,1359,2118,1356,2007,1307,2020,1311,2130,ה,1359,2118,1356,2007,1307,2020,1311,2130,4Q54
5511,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,9,5,1,ה,1124,2116,1128,1988,1067,2014,1064,2125,ה,1124,2116,1128,1988,1067,2014,1064,2125,4Q54
5519,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,10,1,1,ה,1492,2137,1569,2137,1569,2248,1492,2248,ה,1492,2137,1569,2137,1569,2248,1492,2248,4Q54
5546,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,12,3,1,ה,1411,2505,1406,2406,1356,2409,1361,2539,ה,1411,2505,1406,2406,1356,2409,1361,2539,4Q54
5552,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,13,1,3,ה,1411,2664,1422,2561,1342,2552,1346,2639,ה,1411,2664,1422,2561,1342,2552,1346,2639,4Q54
5556,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,14,1,2,ה,1507,2836,1522,2687,1462,2703,1454,2791,ה,1507,2836,1522,2687,1462,2703,1454,2791,4Q54
5564,ok/P1108-Fg006-R-C01-R01-D28112012-T115447-LR924 _012.jpg,1,15,3,1,ה,1348,3156,1366,2841,1316,2848,1301,3103,ה,1348,3156,1366,2841,1316,2848,1301,3103,4Q54
5571,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,1,3,1,ה,2376,1177,2383,1086,2314,1072,2306,1172,ה,2376,1177,2383,1086,2314,1072,2306,1172,4Q70
5594,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,2,9,1,ה,1759,1347,1765,1175,1711,1186,1705,1330,ה,1759,1347,1765,1175,1711,1186,1705,1330,4Q70
5609,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,3,5,4,ה,2113,1553,2113,1436,2026,1450,2026,1503,ה,2113,1553,2113,1436,2026,1450,2026,1503,4Q70
5617,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,3,9,2,ה,1658,1507,1662,1403,1610,1392,1607,1498,ה,1658,1507,1662,1403,1610,1392,1607,1498,4Q70
5630,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,4,1,2,ה,2965,1691,2966,1595,2909,1622,2908,1707,ה,2965,1691,2966,1595,2909,1622,2908,1707,4Q70
5639,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,4,5,1,ה,2542,1729,2541,1592,2485,1601,2486,1750,ה,2542,1729,2541,1592,2485,1601,2486,1750,4Q70
5647,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,4,9,1,ה,2101,1715,2105,1586,2047,1602,2047,1679,ה,2101,1715,2105,1586,2047,1602,2047,1679,4Q70
5652,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,4,9,6,ה,1803,1718,1808,1612,1738,1609,1735,1675,ה,1803,1718,1808,1612,1738,1609,1735,1675,4Q70
5674,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,5,9,1,ה,1652,1857,1651,1781,1612,1767,1609,1867,ה,1652,1857,1651,1781,1612,1767,1609,1867,4Q70
5676,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,5,9,3,ה,1578,1879,1581,1778,1508,1791,1506,1858,ה,1578,1879,1581,1778,1508,1791,1506,1858,4Q70
5680,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,6,1,1,ה,2906,1929,2990,1934,2990,2009,2913,2014,ה,2906,1929,2990,1934,2990,2009,2913,2014,4Q70
5682,ok/P1109-Fg007-R-C01-R01-D30062013-T144522-LR924_012.jpg,1,6,1,3,ה,2876,2016,2876,1931,2801,1940,2801,1994,ה,2876,2016,2876,1931,2801,1940,2801,1994,4Q70
5699,ok/P1109-Fg016-R-C01-R01-D01072013-T084539-LR924_012.jpg,1,2,7,1,ה,1812,1026,1812,914,1753,921,1753,1021,ה,1812,1026,1812,914,1753,921,1753,1021,4Q70
5716,ok/P1109-Fg016-R-C01-R01-D01072013-T084539-LR924_012.jpg,1,3,7,5,ה,1942,1221,1938,1122,1852,1088,1861,1227,ה,1942,1221,1938,1122,1852,1088,1861,1227,4Q70
5719,ok/P1109-Fg016-R-C01-R01-D01072013-T084539-LR924_012.jpg,1,3,9,2,ה,1764,1212,1757,1093,1694,1108,1688,1220,ה,1764,1212,1757,1093,1694,1108,1688,1220,4Q70
5722,ok/P1109-Fg016-R-C01-R01-D01072013-T084539-LR924_012.jpg,1,4,1,3,ה,2382,1349,2379,1288,2296,1293,2300,1367,ה,2382,1349,2379,1288,2296,1293,2300,1367,4Q70
5727,ok/P1109-Fg016-R-C01-R01-D01072013-T084539-LR924_012.jpg,1,4,5,1,ה,2100,1398,2098,1286,2032,1285,2035,1416,ה,2100,1398,2098,1286,2032,1285,2035,1416,4Q70
5781,ok/P1116-Fg001-R-C01-R01-D07082013-T153730-LR924_012.jpg,1,2,1,1,ה,2353,1044,2439,1042,2439,1107,2362,1115,ה,2353,1044,2439,1042,2439,1107,2362,1115,4Q99
5797,ok/P1116-Fg001-R-C01-R01-D07082013-T153730-LR924_012.jpg,1,2,7,3,ה,1758,1151,1756,1066,1689,1067,1691,1158,ה,1758,1151,1756,1066,1689,1067,1691,1158,4Q99
5892,ok/P1116-Fg003-R-C01-R01-D07082013-T155324-LR924_012.jpg,1,1,7,4,ה,1674,1287,1651,1021,1590,1066,1615,1347,ה,1674,1287,1651,1021,1590,1066,1615,1347,4Q99
5899,ok/P1116-Fg003-R-C01-R01-D07082013-T155324-LR924_012.jpg,1,2,1,5,ה,2182,1333,2181,1271,2131,1270,2132,1335,ה,2182,1333,2181,1271,2131,1270,2132,1335,4Q99
5905,ok/P1116-Fg003-R-C01-R01-D07082013-T155324-LR924_012.jpg,1,2,3,3,ה,1910,1344,1911,1259,1852,1243,1850,1326,ה,1910,1344,1911,1259,1852,1243,1850,1326,4Q99
5918,ok/P1116-Fg003-R-C01-R01-D07082013-T155324-LR924_012.jpg,1,3,5,1,ה,1959,1689,1958,1394,1890,1389,1891,1686,ה,1959,1689,1958,1394,1890,1389,1891,1686,4Q99
5920,ok/P1116-Fg003-R-C01-R01-D07082013-T155324-LR924_012.jpg,1,3,5,3,ה,1845,1687,1844,1393,1776,1400,1777,1682,ה,1845,1687,1844,1393,1776,1400,1777,1682,4Q99
5930,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,2,1,1,ה,1923,1023,2029,1023,2029,1114,1923,1114,ה,1923,1023,2029,1023,2029,1114,1923,1114,4Q105
5932,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,2,1,3,ה,1873,1118,1876,1000,1818,1024,1814,1155,ה,1873,1118,1876,1000,1818,1024,1814,1155,4Q105
5945,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,3,3,4,ה,1770,1287,1778,1182,1709,1179,1704,1245,ה,1770,1287,1778,1182,1709,1179,1704,1245,4Q105
5953,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,3,7,4,ה,1441,1234,1459,1140,1389,1069,1382,1221,ה,1441,1234,1459,1140,1389,1069,1382,1221,4Q105
5955,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,3,7,6,ה,1328,1265,1341,1014,1273,1019,1262,1226,ה,1328,1265,1341,1014,1273,1019,1262,1226,4Q105
5960,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,4,1,5,ה,1832,1445,1840,1316,1767,1324,1762,1411,ה,1832,1445,1840,1316,1767,1324,1762,1411,4Q105
5967,ok/P1117-Fg001-R-C01-R01-D07082013-T132941-LR924_012.jpg,1,4,3,6,ה,1457,1401,1477,1293,1405,1291,1394,1353,ה,1457,1401,1477,1293,1405,1291,1394,1353,4Q105
5984,ok/P1124-Fg001-R-C01-R01-D28042013-T133008-LR924_012.jpg,1,2,1,2,ה,1981,1223,1987,1058,1941,1100,1935,1240,ה,1981,1223,1987,1058,1941,1100,1935,1240,4Q117
5997,ok/P1124-Fg001-R-C01-R01-D28042013-T133008-LR924_012.jpg,1,5,1,1,ה,1885,1573,1966,1573,1966,1659,1885,1659,ה,1885,1573,1966,1573,1966,1659,1885,1659,4Q117
6031,ok/P1124-Fg003-R-C01-R01-D28042013-T134629-LR924_012.jpg,1,2,5,2,ה,1863,1382,1863,1298,1818,1291,1818,1388,ה,1863,1382,1863,1298,1818,1291,1818,1388,4Q117
6064,ok/P113-Fg001-R-C01-R01-D14082013-T102722-LR924_012.jpg,1,3,5,2,ה,1281,1640,1119,1640,1073,1711,1322,1725,ה,1281,1640,1119,1640,1073,1711,1322,1725,4Q254
6094,ok/P113-Fg001-R-C01-R01-D14082013-T102722-LR924_012.jpg,1,6,5,2,ה,1952,1443,1824,1418,1805,1480,1942,1495,ה,1952,1443,1824,1418,1805,1480,1942,1495,4Q254
6098,ok/P113-Fg001-R-C01-R01-D14082013-T102722-LR924_012.jpg,1,6,9,1,ה,1907,1593,1790,1593,1845,1715,1899,1708,ה,1907,1593,1790,1593,1845,1715,1899,1708,4Q254
6111,ok/P113-Fg001-R-C01-R01-D14082013-T102722-LR924_012.jpg,1,9,1,2,ה,2606,1492,2442,1457,2438,1542,2621,1560,ה,2606,1492,2442,1457,2438,1542,2621,1560,4Q254
6124,ok/P113-Fg003-R-C01-R01-D14082013-T104911-LR924_012.jpg,1,2,3,1,ה,1944,1445,1944,1238,1886,1288,1886,1402,ה,1944,1445,1944,1238,1886,1288,1886,1402,4Q254
6132,ok/P113-Fg003-R-C01-R01-D14082013-T104911-LR924_012.jpg,1,2,5,2,ה,1594,1441,1594,1335,1551,1323,1551,1433,ה,1594,1441,1594,1335,1551,1323,1551,1433,4Q254
6156,ok/P113-Fg005-R-C01-R01-D14082013-T111046-LR924_012.jpg,1,1,1,2,ה,1305,874,1076,888,1050,930,1329,940,ה,1305,874,1076,888,1050,930,1329,940,4Q254
6169,ok/P113-Fg005-R-C01-R01-D14082013-T111046-LR924_012.jpg,1,2,5,1,ה,1471,1173,1379,1171,1391,1223,1476,1225,ה,1471,1173,1379,1171,1391,1223,1476,1225,4Q254
6172,ok/P113-Fg005-R-C01-R01-D14082013-T111046-LR924_012.jpg,1,2,5,4,ה,1484,1324,1376,1317,1368,1386,1456,1392,ה,1484,1324,1376,1317,1368,1386,1456,1392,4Q254
6200,ok/P113-Fg005-R-C01-R01-D14082013-T111046-LR924_012.jpg,1,4,5,1,ה,1887,1504,1771,1504,1779,1567,1894,1567,ה,1887,1504,1771,1504,1779,1567,1894,1567,4Q254
6238,ok/P1141-Fg009-R-C01-R01-D19052013-T132055-LR924_012.jpg,1,2,7,4,ה,1703,1439,1714,1278,1662,1272,1654,1398,ה,1703,1439,1714,1278,1662,1272,1654,1398,4Q56
6275,ok/P1141-Fg009-R-C01-R01-D19052013-T132055-LR924_012.jpg,1,4,7,3,ה,1829,1596,1831,1569,1799,1543,1795,1587,ה,1829,1596,1831,1569,1799,1543,1795,1587,4Q56
6285,ok/P1141-Fg017-R-C01-R01-D19052013-T144512-LR924_012.jpg,1,1,2,1,ה,2125,1083,2113,777,2019,755,2032,1067,ה,2125,1083,2113,777,2019,755,2032,1067,4Q56
6293,ok/P1141-Fg017-R-C01-R01-D19052013-T144512-LR924_012.jpg,1,3,1,2,ה,2182,1297,2184,1190,2148,1189,2145,1299,ה,2182,1297,2184,1190,2148,1189,2145,1299,4Q56
6296,ok/P1141-Fg017-R-C01-R01-D19052013-T144512-LR924_012.jpg,1,3,3,2,ה,2113,1312,2110,1178,2074,1196,2076,1291,ה,2113,1312,2110,1178,2074,1196,2076,1291,4Q56
6298,ok/P1141-Fg017-R-C01-R01-D19052013-T144512-LR924_012.jpg,1,3,3,4,ה,2049,1287,2047,1215,2012,1222,2013,1286,ה,2049,1287,2047,1215,2012,1222,2013,1286,4Q56
6329,ok/P1141-Fg017-R-C01-R01-D19052013-T144512-LR924_012.jpg,1,7,3,2,ה,2031,1723,2041,1614,1988,1592,2002,1734,ה,2031,1723,2041,1614,1988,1592,2002,1734,4Q56
6407,ok/P1143-Fg002-R-C01-R01-D18022013-T142556-LR924_012.jpg,1,4,3,4,ה,1899,1684,1882,1525,1807,1505,1826,1671,ה,1899,1684,1882,1525,1807,1505,1826,1671,4Q82
6430,ok/P1151-Fg003-R-C01-R01-D05122013-T111431-LR924_012.jpg,1,2,3,4,ה,2219,1398,2222,1322,2151,1302,2147,1401,ה,2219,1398,2222,1322,2151,1302,2147,1401,4Q95
6443,ok/P1151-Fg003-R-C01-R01-D05122013-T111431-LR924_012.jpg,1,3,3,2,ה,2505,1537,2505,1428,2431,1430,2439,1524,ה,2505,1537,2505,1428,2431,1430,2439,1524,4Q95
6445,ok/P1151-Fg003-R-C01-R01-D05122013-T111431-LR924_012.jpg,1,3,3,4,ה,2362,1556,2363,1414,2292,1425,2291,1557,ה,2362,1556,2363,1414,2292,1425,2291,1557,4Q95
6457,ok/P1151-Fg003-R-C01-R01-D05122013-T111431-LR924_012.jpg,1,4,1,1,ה,2471,1578,2645,1578,2645,1649,2471,1649,ה,2471,1578,2645,1578,2645,1649,2471,1649,4Q95
6463,ok/P1151-Fg007-R-C01-R01-D05122013-T121636-LR924_012.jpg,1,2,1,5,ה,1920,1180,1914,1068,1871,1074,1877,1181,ה,1920,1180,1914,1068,1871,1074,1877,1181,4Q96
6474,ok/P1151-Fg007-R-C01-R01-D05122013-T121636-LR924_012.jpg,1,3,3,2,ה,1873,1336,1875,1245,1833,1260,1832,1354,ה,1873,1336,1875,1245,1833,1260,1832,1354,4Q96
6476,ok/P1151-Fg007-R-C01-R01-D05122013-T121636-LR924_012.jpg,1,3,3,4,ה,1802,1365,1803,1262,1752,1269,1751,1345,ה,1802,1365,1803,1262,1752,1269,1751,1345,4Q96
6485,ok/P1151-Fg007-R-C01-R01-D05122013-T121636-LR924_012.jpg,1,4,1,5,ה,1868,1508,1866,1414,1821,1419,1817,1516,ה,1868,1508,1866,1414,1821,1419,1817,1516,4Q96
6489,ok/P1151-Fg007-R-C01-R01-D05122013-T121636-LR924_012.jpg,1,4,3,3,ה,1689,1506,1693,1400,1655,1419,1652,1495,ה,1689,1506,1693,1400,1655,1419,1652,1495,4Q96
6491,ok/P1151-Fg007-R-C01-R01-D05122013-T121636-LR924_012.jpg,1,5,1,1,ה,2009,1558,2074,1558,2074,1642,2009,1642,ה,2009,1558,2074,1558,2074,1642,2009,1642,4Q96
6493,ok/P116-Fg001-R-C01-R01-D22052012-T114251-LR924_012_F.jpg,1,1,1,1,ה,1972,1102,2218,1120,2218,1298,2000,1299,ה,1972,1102,2218,1120,2218,1298,2000,1299,4Q427
6499,ok/P116-Fg001-R-C01-R01-D22052012-T114251-LR924_012_F.jpg,1,1,3,5,ה,1795,1288,1791,1138,1708,1213,1708,1213,ה,1795,1288,1791,1138,1708,1213,1708,1213,4Q427
6510,ok/P116-Fg001-R-C01-R01-D22052012-T114251-LR924_012_F.jpg,1,2,1,6,ה,2100,1432,2093,1341,2012,1337,2018,1421,ה,2100,1432,2093,1341,2012,1337,2018,1421,4Q427
6545,ok/P116-Fg001-R-C01-R01-D22052012-T114251-LR924_012_F.jpg,1,4,3,1,ה,2313,1766,2315,1659,2248,1674,2241,1766,ה,2313,1766,2315,1659,2248,1674,2241,1766,4Q427
6552,ok/P116-Fg001-R-C01-R01-D22052012-T114251-LR924_012_F.jpg,1,4,5,6,ה,2005,1794,2003,1621,1950,1644,1951,1741,ה,2005,1794,2003,1621,1950,1644,1951,1741,4Q427
6569,ok/P117-Fg001-R-C01-R01-D07072014-T123707-LR924_012.jpg,1,1,5,2,ה,1618,1033,1618,824,1560,795,1560,1057,ה,1618,1033,1618,824,1560,795,1560,1057,4Q432
6584,ok/P117-Fg001-R-C01-R01-D07072014-T123707-LR924_012.jpg,1,2,5,4,ה,1667,1371,1677,1179,1556,1212,1556,1363,ה,1667,1371,1677,1179,1556,1212,1556,1363,4Q432
6617,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,1,1,2,ה,1342,1089,1355,849,1318,809,1304,1070,ה,1342,1089,1355,849,1318,809,1304,1070,4Q158
6626,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,3,3,1,ה,2206,1269,2194,1165,2126,1176,2139,1293,ה,2206,1269,2194,1165,2126,1176,2139,1293,4Q158
6632,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,3,7,2,ה,1497,1370,1497,1131,1463,1160,1463,1338,ה,1497,1370,1497,1131,1463,1160,1463,1338,4Q158
6634,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,3,7,4,ה,1422,1325,1438,1172,1382,1221,1373,1303,ה,1422,1325,1438,1172,1382,1221,1373,1303,4Q158
6640,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,4,1,1,ה,2292,1325,2392,1319,2392,1411,2304,1413,ה,2292,1325,2392,1319,2392,1411,2304,1413,4Q158
6643,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,4,1,4,ה,2222,1416,2222,1303,2173,1334,2173,1422,ה,2222,1416,2222,1303,2173,1334,2173,1422,4Q158
6648,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,4,3,2,ה,1749,1456,1731,1376,1701,1379,1702,1461,ה,1749,1456,1731,1376,1701,1379,1702,1461,4Q158
6650,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,4,3,4,ה,1678,1467,1676,1371,1618,1376,1610,1475,ה,1678,1467,1676,1371,1618,1376,1610,1475,4Q158
6660,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,1,2,ה,2355,1552,2355,1432,2305,1437,2305,1552,ה,2355,1552,2355,1432,2305,1437,2305,1552,4Q158
6662,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,1,4,ה,2268,1569,2268,1440,2205,1444,2205,1586,ה,2268,1569,2268,1440,2205,1444,2205,1586,4Q158
6664,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,3,1,ה,2168,1592,2168,1434,2108,1431,2102,1586,ה,2168,1592,2168,1434,2108,1431,2102,1586,4Q158
6669,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,5,1,ה,1923,1585,1917,1487,1855,1483,1859,1559,ה,1923,1585,1917,1487,1855,1483,1859,1559,4Q158
6671,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,5,3,ה,1834,1567,1829,1469,1780,1477,1784,1567,ה,1834,1567,1829,1469,1780,1477,1784,1567,4Q158
6674,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,7,2,ה,1697,1589,1691,1460,1644,1496,1647,1569,ה,1697,1589,1691,1460,1644,1496,1647,1569,4Q158
6676,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,7,4,ה,1592,1590,1595,1500,1548,1496,1538,1567,ה,1592,1590,1595,1500,1548,1496,1538,1567,4Q158
6682,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,5,9,5,ה,1328,1529,1338,1457,1287,1452,1283,1506,ה,1328,1529,1338,1457,1287,1452,1283,1506,4Q158
6699,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,6,9,1,ה,1697,1645,1694,1620,1590,1636,1575,1688,ה,1697,1645,1694,1620,1590,1636,1575,1688,4Q158
6701,ok/P138-Fg007-R-C02-R01-D15052012-T140116-LR924_012_F.jpg,1,6,9,3,ה,1514,1707,1538,1619,1495,1618,1477,1684,ה,1514,1707,1538,1619,1495,1618,1477,1684,4Q158
6737,ok/P138-Fg008-R-C02-R01-D15052012-T135231-LR924_012_F.jpg,1,2,1,1,ה,1989,1363,2081,1363,2081,1486,1989,1486,ה,1989,1363,2081,1363,2081,1486,1989,1486,4Q158
6749,ok/P138-Fg008-R-C02-R01-D15052012-T135231-LR924_012_F.jpg,1,3,3,2,ה,1919,1625,1902,1505,1856,1541,1861,1632,ה,1919,1625,1902,1505,1856,1541,1861,1632,4Q158
6751,ok/P138-Fg008-R-C02-R01-D15052012-T135231-LR924_012_F.jpg,1,3,3,4,ה,1823,1646,1818,1549,1766,1549,1769,1624,ה,1823,1646,1818,1549,1766,1549,1769,1624,4Q158
6764,ok/P138-Fg008-R-C02-R01-D15052012-T135231-LR924_012_F.jpg,1,4,5,2,ה,1985,1731,1979,1627,1930,1635,1936,1742,ה,1985,1731,1979,1627,1930,1635,1936,1742,4Q158
6766,ok/P138-Fg008-R-C02-R01-D15052012-T135231-LR924_012_F.jpg,1,4,5,4,ה,1887,1752,1879,1619,1832,1647,1838,1754,ה,1887,1752,1879,1619,1832,1647,1838,1754,4Q158
